post,class,prediction,implicit_class
muslims ? plenty of racist white christians calling for murder of blacks  natives  jews  asians,not_hate,explicit_hate,
only certain groups of whites are degenerate .,implicit_hate,implicit_hate,inferiority
this is the white man march #whitemanmarch,implicit_hate,implicit_hate,incitement
all black look is way better than those white shirts and ties,not_hate,implicit_hate,
" rt ... will be zeroed down to  "" give them time "" "" must be prepared to face anti national forces ... """,not_hate,not_hate,
white people should boycott the bet awards because there are not enough white winners lol . spike lee and jada please take a seat .,not_hate,implicit_hate,
white identity politics is myopic & you'd have to be blind to think that the solution to demographic re,not_hate,implicit_hate,
The Jews use to laugh They thought it was just a joke They're not laughing now  -Adolf Hitler,implicit_hate,explicit_hate,irony
and i'd completely disagree  black on white crime is nx that of white on black . being from atl i've experience the worst,implicit_hate,implicit_hate,white_grievance
" . in your article  "" white rage and racist thought  "" "" you call white supremacist richard spencer "" "" robert spencer . "" "" kindly correct . """,not_hate,not_hate,
in this day and age being white is a bad word,implicit_hate,implicit_hate,white_grievance
" we also know that intelligence is mostly hereditary and the rest is environmental . but bad environments are sure to be provided to children by stupid parents . that's partly what we mean when we say  "" invite the 3rd world  become the 3rd world "" "" . """,implicit_hate,implicit_hate,inferiority
"i don't feel sorry for him. he's now a twisted, violent antifa. filth.",implicit_hate,not_hate,inferiority
would like to think so but people don't want the truth . they would have to alter their self indulging lives,not_hate,implicit_hate,
no  it means black south africans didn't exist until the end of apartheid,not_hate,not_hate,
what's sadder - being jack hunter or being jack hunter's dad ?,not_hate,not_hate,
. : support for gay marriage has fallen to its lowest level in over a year h / t,not_hate,not_hate,
i hate white people who think non-white people are the source of their problems .,not_hate,implicit_hate,
35 women speak out on americas rapist : by hunter wallace here .,not_hate,not_hate,
americans dont have to check their #religiousfreedom at the office door #scotus,not_hate,not_hate,
splcs mark potok : donald trump is a racist  has white nationalist positions : splc now officially on the t ...,not_hate,implicit_hate,
you know they'll all try to claim the card because none of them are white .,implicit_hate,implicit_hate,white_grievance
jewish guy writes article saying he's alt right ; alt right commenters say no he isn't  and he should move to israel,not_hate,implicit_hate,
#trump #trump2016 #tcot #ccot #tlot #tgdn #sgp #pjnet #nra #goa #teaparty,not_hate,not_hate,
mark potok flipping out over league of the south,not_hate,implicit_hate,
help president trump support religious freedom : #ccot share with friends :,not_hate,not_hate,
austria on the cusp of electing a nationalist president - norbert hofer leading narrowly with 50.2 % of votes counted so far .,not_hate,not_hate,
administrative reforms are under way . the niti aayog website will be ready in a few days . the process for transforming india has begun !,not_hate,not_hate,
black activists call for lynching and hanging of white people and cops va,not_hate,explicit_hate,
the punchable fat white liberal face,explicit_hate,implicit_hate,
it should benefit all immigrants you racist xenophobic bigots ! !,not_hate,implicit_hate,
brown was cheered on by the ancestors of the inhabitants of boston  nyc and chicago . the same people ha,not_hate,not_hate,
in chicago  there are billboards and benches in spanish  letting illegals know they have a right to not talk to immigration,implicit_hate,implicit_hate,white_grievance
we white men ended slavery in the west and created america,not_hate,not_hate,
" unbelievable hate-filled insanity to suggest it is somehow  "" wrong "" "" for a nation to protect its people from rape / murder / genocide """,implicit_hate,not_hate,white_grievance
"the value of a human is a consumer/production unit in the scheme of rich globalists, then immigrants have none",explicit_hate,implicit_hate,
how to exploit the rise of the degenerate freak mafia | chateau heartiste,not_hate,explicit_hate,
" yes  he did . i saw the video of him where he said   "" kkk  neo-nazis  white supremacists and other hate groups ... "" "" """,not_hate,explicit_hate,
" rt aap tweeting bjp scam list . read / rt my article in 24/32 cases   "" no scam "" "" ! in 8  cases by aapcon only """,not_hate,not_hate,
that you're a white nationalist,not_hate,explicit_hate,
white children are disproportionately the v,implicit_hate,not_hate,white_grievance
hate crimes are worse than people throwing acid in someone's face .,not_hate,not_hate,
right  you used a more palatable  less scary term to describe nazis .,not_hate,implicit_hate,
different ethnic tribes have different abilities. non-whites xcept asians suck at math,explicit_hate,implicit_hate,
people latch onto that past because it was so inspirational . hitler had,not_hate,explicit_hate,
sure it is . what test / edition ? you have ten seconds to respond .,not_hate,not_hate,
#whitepeople are the most hated & oppressed group in the us  yet the majority of whites have done nothing but shrug and change the channel .,implicit_hate,implicit_hate,white_grievance
who needs 5 to be racist . just being white is enough .,not_hate,explicit_hate,
" wes bellamy : charlottesville backs  "" reparations fund "" "" via """,not_hate,not_hate,
obana sat in a black liberation church with a racist america hating pastor for 20 years and he is supposed to improve race relations ? huh ?,not_hate,implicit_hate,
" rt bangladeshi  "" : wahhabis are taking over indian mosques  spending crores to grow : intelligence bureau report """,not_hate,implicit_hate,
. : the engine that drives washington  d . c .  and that drives our country  is full of filth and corruption ... #scprimary,not_hate,not_hate,
identity evropa seems like the more serious cadre org right now . they're the ones rev socialist cadre orgs are worried about .,not_hate,not_hate,
holohoax from jew york ( 1943 ): nazis kill jews with homicidal gas cameras ! | read more :,explicit_hate,explicit_hate,
and how were the alt white peaceful when they attacked white leftist american citizens ?,explicit_hate,implicit_hate,
speaking of ... my pic with the great anti-jihadist author robert spencer at private gathering  hamilto,not_hate,not_hate,
black vs white crime  larry elder,implicit_hate,not_hate,incitement
white student union offensive  but anti-white student union is welcome at va,not_hate,implicit_hate,
dropping out of college and joining you guys  where do i sign up ?,not_hate,not_hate,
befitting epithet ( national cancer ) for the gop in present context !,not_hate,implicit_hate,
all the founding fathers of the us were all white men . white people couldn't immigrate to a non-existent country  they created one .,implicit_hate,implicit_hate,incitement
as an excuse to be racist .,not_hate,implicit_hate,
why family research council ( ) president tony perkins ( ) is wrong about #atheist / #humanist chaplains :,not_hate,not_hate,
other  how are you other ? ? you have the preconceived notion dude not me ! you are a man ? yes . you are a human ? yes . well i'm a woman so we differ there  i'm a human so we're same there . oh because you are black and i'm white ? you brought it up see  that's not what i saw first !,not_hate,implicit_hate,
